left,left_label,right,right_label,weight
http://sweetontology.net/phenSolid#Pore,,GO:0046930,pore complex,-50
http://sweetontology.net/phenSolid#Strain,,PATO:0001034,strain,
http://sweetontology.net/phenSolid#Subsidence,,ENVO:01000694,geological subsidence,
http://sweetontology.net/phenStar#CME,,GO:0072583,clathrin-dependent endocytosis,-50
http://sweetontology.net/phenStar#Filament,,PO:0009067,filament,
http://sweetontology.net/phenStar#Prominence,,PATO:0015007,prominence,
http://sweetontology.net/phenStar#StellarWind,,ENVO:01000794,stellar wind,
http://sweetontology.net/phenSystem#Accumulation,,PATO:0002269,accumulation,
http://sweetontology.net/phenSystem#Drift,,FIX:0000657,diffuse reflectance infrared spectroscopy by Fourier transform,-50
http://sweetontology.net/phenSystem#Drop,,ENVO:01000831,droplet,
http://sweetontology.net/phenSystem#Fall,,ENVO:00000040,waterfall,
http://sweetontology.net/phenSystem#Flow,,ENVO:01000696,mass wasting flow,
http://sweetontology.net/phenSystem#Growth,,GO:0040007,growth,-50
http://sweetontology.net/phenSystem#Lag,,CHEBI:73526,Leu-Ala-Gly,-50
http://sweetontology.net/phenSystem#Loss,,PATO:0001999,lacks parts or has fewer parts of type,-50
http://sweetontology.net/phenSystem#Reduction,,MOP:0000569,reduction,
http://sweetontology.net/phenSystem#Rise,,ENVO:00000104,undersea feature,
http://sweetontology.net/phenSystem#Rise,,ENVO:00000477,mount,
http://sweetontology.net/phenSystem#System,,RO:0002577,system,
http://sweetontology.net/phenSystem#Variability,,PATO:0001303,variability,
http://sweetontology.net/phenSystemComplexity#Cascade,,ENVO:00000040,waterfall,-50
http://sweetontology.net/phenSystemComplexity#Development,,GO:0032502,developmental process,-50
http://sweetontology.net/phenSystemComplexity#Pattern,,PATO:0000060,spatial pattern,-50
http://sweetontology.net/phenSystemComplexity#Transformation,,RO:0002494,transformation of,-50
http://sweetontology.net/phenWave#Sound,,ENVO:00000393,sound,
http://sweetontology.net/proc#Force,,ENVO:00000040,waterfall,
http://sweetontology.net/proc#Force,,PATO:0001035,force,
http://sweetontology.net/procChemical#Acidification,,GO:0045851,pH reduction,
http://sweetontology.net/procChemical#Bioluminescence,,GO:0008218,bioluminescence,
http://sweetontology.net/procChemical#Bond,,FIX:0000495,chemical bond,
http://sweetontology.net/procChemical#Calcification,,PATO:0001447,calcified,
http://sweetontology.net/procChemical#Crystallization,,FIX:0000214,crystallization,
http://sweetontology.net/procChemical#Fluorescence,,PATO:0000018,fluorescence,
http://sweetontology.net/procChemical#Hydrolysis,,MOP:0000619,hydrolysis,
http://sweetontology.net/procChemical#NuclearFusion,,GO:0000741,karyogamy,
http://sweetontology.net/procChemical#Oxidation,,MOP:0000568,oxidation,
http://sweetontology.net/procChemical#Phosphorescence,,PATO:0001298,phosphorescence,
http://sweetontology.net/procChemical#Photolysis,,GO:0019684,"photosynthesis, light reaction",
http://sweetontology.net/procChemical#Reduction,,MOP:0000569,reduction,
http://sweetontology.net/procPhysical#Abrasion,,ENVO:01000682,glacial abrasion,
http://sweetontology.net/procPhysical#Current,,ENVO:00000147,ocean current,
http://sweetontology.net/procPhysical#Flocculation,,GO:0000128,flocculation,-50
http://sweetontology.net/procPhysical#Magnetism,,PATO:0001682,magnetism,
http://sweetontology.net/procPhysical#Orientation,,PATO:0000133,orientation,
http://sweetontology.net/procPhysical#Pressure,,PATO:0001025,pressure,
http://sweetontology.net/procPhysical#Radiation,,ENVO:01001023,radiation,
http://sweetontology.net/procPhysical#Rotation,,PATO:0001599,rotated,
http://sweetontology.net/procPhysical#Tension,,PATO:0002284,tension,
http://sweetontology.net/procPhysical#Translation,,GO:0006412,translation,-50
http://sweetontology.net/procPhysical#Washing,,OBI:0302888,washing,
http://sweetontology.net/procStateChange#Boiling,,ENVO:01000623,boiling,
http://sweetontology.net/procStateChange#Condensation,,ENVO:01000624,hydrological condensation process,
http://sweetontology.net/procStateChange#Deposition,,ENVO:01000726,desublimation process,
http://sweetontology.net/procStateChange#Evaporation,,ENVO:02500034,evaporation,
http://sweetontology.net/procStateChange#Freezing,,OBI:0001953,freezing,
http://sweetontology.net/procStateChange#Melting,,ENVO:01000723,melting,
http://sweetontology.net/procStateChange#Vaporization,,ENVO:01000622,vaporisation,
http://sweetontology.net/procWave#ElectromagneticRadiation,,ENVO:01001026,electromagnetic radiation,
http://sweetontology.net/procWave#RayleighScattering,,FIX:0000059,Rayleigh scattering,
http://sweetontology.net/procWave#Reflection,,OBI:0400089,Reflection,
http://sweetontology.net/prop#Efficiency,,PATO:0001029,efficiency,
http://sweetontology.net/prop#ReactionProperty,,FIX:0000277,reaction property,
http://sweetontology.net/prop#Role,,CHEBI:50906,role,
http://sweetontology.net/prop#Role,,RO:0000081,role of,
http://sweetontology.net/prop#Sensitivity,,PATO:0000085,sensitivity toward,
http://sweetontology.net/prop#SystemProperty,,FIX:0000282,system property,
http://sweetontology.net/propBinary#Free,,PATO:0002316,autogenous,
http://sweetontology.net/propBinary#Polarity,,PATO:0002186,polarity,
http://sweetontology.net/propCapacity#HeatCapacity,,FIX:0000480,heat capacity,
http://sweetontology.net/propCapacity#MolarHeatCapacity,,FIX:0000478,molar heat capacity,
http://sweetontology.net/propCategorical#Community,,PCO:0000028,community,
http://sweetontology.net/propCategorical#Group,,CHEBI:24433,group,-50
http://sweetontology.net/propCategorical#Name,,CHEBI:31916,Nogalonic acid methyl ester,-50
http://sweetontology.net/propCharge#Capacitance,,PATO:0002205,capacitance,
http://sweetontology.net/propCharge#ElectricCharge,,PATO:0002193,electric charge,
http://sweetontology.net/propCharge#ElectricCharge,,UO:0000219,electric charge,
http://sweetontology.net/propCharge#ElectricPotential,,PATO:0001464,electric potential,
http://sweetontology.net/propCharge#Permeability,,PATO:0000970,permeability,
http://sweetontology.net/propChemical#Acidity,,PATO:0001842,acidity,
http://sweetontology.net/propChemical#Alkaline,,PATO:0001430,alkaline,
http://sweetontology.net/propChemical#Composition,,PATO:0000025,composition,
http://sweetontology.net/propChemical#Reactivity,,PATO:0000077,response to,
http://sweetontology.net/propChemical#SAR,,CHEBI:15611,sarcosine,-50
http://sweetontology.net/propChemical#Solubility,,PATO:0001536,solubility,
http://sweetontology.net/propChemical#pH,,PATO:0001842,acidity,
http://sweetontology.net/propChemical#pH,,UO:0000196,pH,
http://sweetontology.net/propConductivity#Conductivity,,PATO:0001585,conductivity,
http://sweetontology.net/propConductivity#ElectricalConductivity,,PATO:0001757,electrical conductivity,
http://sweetontology.net/propConductivity#Resistance,,PATO:0001046,resistance to,
http://sweetontology.net/propCount#CarryingCapacity,,PCO:0000009,carrying capacity,
http://sweetontology.net/propCount#Count,,PATO:0000070,amount,
http://sweetontology.net/propCount#Count,,STATO:0000047,count,
http://sweetontology.net/propCount#Count,,UO:0000189,count unit,
http://sweetontology.net/propCount#Population,,OBI:0000181,population,
http://sweetontology.net/propDifference#Amplitude,,PATO:0000080,amplitude,
http://sweetontology.net/propDifference#Deviation,,PATO:0002175,deviation,
http://sweetontology.net/propDiffusivity#Confluence,,ENVO:00000272,confluence,
http://sweetontology.net/propDimensionlessRatio#DimensionlessRatio,,STATO:0000300,dimensionless ratio,
http://sweetontology.net/propDimensionlessRatio#Electronegativity,,PATO:0002197,electronegativity,
http://sweetontology.net/propDimensionlessRatio#LeafAreaIndex,,TO:0012001,leaf area index,
http://sweetontology.net/propDimensionlessRatio#SignalToNoiseRatio,,STATO:0000050,signal to noise ratio,
http://sweetontology.net/propEnergy#Energy,,PATO:0001021,energy,
http://sweetontology.net/propEnergy#Power,,PATO:0001024,power,
http://sweetontology.net/propEnergy#Work,,PATO:0001026,work,
http://sweetontology.net/propEnergyFlux#Intensity,,PATO:0000049,intensity,
http://sweetontology.net/propEnergyFlux#Luminance,,PATO:0001718,luminance,
http://sweetontology.net/propEnergyFlux#LuminousFlux,,PATO:0001296,luminous flux,
http://sweetontology.net/propEnergyFlux#Opacity,,PATO:0000957,opacity,
http://sweetontology.net/propFraction#Albedo,Albedo,PATO:0001295,albedo,
http://sweetontology.net/propFraction#Covariance,,STATO:0000301,covariance,
http://sweetontology.net/propFraction#Efficiency,,PATO:0001029,efficiency,
http://sweetontology.net/propFraction#Humidity,,PATO:0015009,humidity,
http://sweetontology.net/propFraction#MoleFraction,,UO:0000076,mole fraction,
http://sweetontology.net/propFraction#Porosity,,PATO:0000973,porosity,
http://sweetontology.net/propFraction#Reflectivity,,PATO:0001297,reflectivity,
http://sweetontology.net/propFraction#Refractivity,,PATO:0001372,refractivity,
http://sweetontology.net/propFraction#pValue,,OBI:0000175,p-value,
http://sweetontology.net/propFunction#Average,,PATO:0000461,normal,
http://sweetontology.net/propFunction#Decile,,STATO:0000292,decile,
http://sweetontology.net/propFunction#Kurtosis,,STATO:0000178,kurtosis,
http://sweetontology.net/propFunction#Mode,,STATO:0000033,mode,
http://sweetontology.net/propFunction#Peak,,ENVO:00000181,nunatak,
http://sweetontology.net/propFunction#Peak,,ENVO:00000264,seamount,
http://sweetontology.net/propFunction#Peak,,ENVO:00000480,peak,
http://sweetontology.net/propFunction#Percentile,,STATO:0000293,percentile,
http://sweetontology.net/propFunction#Quartile,,STATO:0000152,quartile,
http://sweetontology.net/propFunction#Skewness,,STATO:0000068,skewness,
http://sweetontology.net/propFunction#StandardDeviation,,STATO:0000237,standard deviation,
http://sweetontology.net/propFunction#StandardError,,OBI:0000235,standard error,
http://sweetontology.net/propFunction#Threshold,,PATO:0000152,threshold,
http://sweetontology.net/propFunction#Variance,,STATO:0000113,variance,
http://sweetontology.net/propIndex#Kp,,CHEBI:74567,Lys-Pro,-50
http://sweetontology.net/propIndex#PC,,CHEBI:16110,"1,2-diacyl-sn-glycero-3-phosphocholine(1+)",-50
http://sweetontology.net/propIndex#PC,,CHEBI:49183,phosphatidylcholine(1+),-50
http://sweetontology.net/propIndex#PC,,CHEBI:53201,polycarbonate macromolecule,-50
http://sweetontology.net/propIndex#PC,,CHEBI:55395,phosphocholine group,-50
http://sweetontology.net/propIndex#PC,,CHEBI:61433,polycarbonate polymer,-50
http://sweetontology.net/propIndex#Virulence,,GO:0009405,pathogenesis,
http://sweetontology.net/propIndex#Virulence,,GO:0009406,obsolete virulence,
http://sweetontology.net/propIndex#Virulence,,GO:0016032,viral process,
http://sweetontology.net/propIndex#Virulence,,PATO:0002146,virulence,
http://sweetontology.net/propMass#Consistency,,PATO:0000037,consistency,
http://sweetontology.net/propMass#Content,,PATO:0000025,composition,
http://sweetontology.net/propMass#Density,,PATO:0001019,mass density,
http://sweetontology.net/propMass#Dose,,OBI:0000984,dose,
http://sweetontology.net/propMass#Elasticity,,PATO:0001031,elasticity,
http://sweetontology.net/propMass#Hardness,,PATO:0000048,hardness,
http://sweetontology.net/propMass#Mass,,FIX:0000479,mass,
http://sweetontology.net/propMass#Mass,,PATO:0000125,mass,
http://sweetontology.net/propMass#MolecularWeight,,FIX:0000270,molecular mass,
http://sweetontology.net/propMass#Solidity,,PATO:0001546,quality of a solid,
http://sweetontology.net/propMass#SpecificVolume,,PATO:0001679,specific volume,
http://sweetontology.net/propMass#Structure,,FIX:0000482,structure,
http://sweetontology.net/propMass#Structure,,PATO:0000141,structure,
http://sweetontology.net/propMass#Texture,,PATO:0000150,texture,
http://sweetontology.net/propMassFlux#NPP,,CHEBI:7468,nandrolone phenpropionate,-50
http://sweetontology.net/propMassFlux#NPP,,CHEBI:7525,nerolidyl diphosphate,-50
http://sweetontology.net/propMassFlux#Permeability,,PATO:0000970,permeability,
http://sweetontology.net/propOrdinal#Age,,CHEBI:84123,advanced glycation end-product,-50
http://sweetontology.net/propOrdinal#Age,,PATO:0000011,age,
http://sweetontology.net/propOrdinal#Color,,PATO:0000014,color,
http://sweetontology.net/propOrdinal#Quality,,PATO:0000001,quality,
http://sweetontology.net/propOrdinal#Quality,,RO:0000080,quality of,
http://sweetontology.net/propPressure#AirPressure,,ENVO:09200011,pressure of air,
http://sweetontology.net/propPressure#Pressure,,PATO:0001025,pressure,
http://sweetontology.net/propPressure#Stiffness,,PATO:0001545,inflexible,
http://sweetontology.net/propPressure#Strength,,PATO:0001230,strength,
http://sweetontology.net/propPressure#SurfaceTension,,PATO:0001461,surface tension,
http://sweetontology.net/propPressure#Viscosity,,PATO:0000992,viscosity,
http://sweetontology.net/propQuantity#Flux,,PATO:0001030,flux,
http://sweetontology.net/propQuantity#Force,,ENVO:00000040,waterfall,
http://sweetontology.net/propQuantity#Force,,PATO:0001035,force,
http://sweetontology.net/propRotation#AngularAcceleration,,PATO:0001350,angular acceleration,
http://sweetontology.net/propRotation#AngularVelocity,,PATO:0001413,angular velocity,
http://sweetontology.net/propRotation#Torque,,CHEBI:39294,fenbutatin oxide,-50
http://sweetontology.net/propSpace#Curvature,,PATO:0001591,curvature,
http://sweetontology.net/propSpace#Morphology,,PATO:0000051,morphology,
http://sweetontology.net/propSpace#Shape,,FIX:0000498,shape,
http://sweetontology.net/propSpace#Shape,,PATO:0000052,shape,
http://sweetontology.net/propSpaceDirection#Angle,,PATO:0000133,orientation,
http://sweetontology.net/propSpaceDirection#Angle,,PATO:0002326,angle,
http://sweetontology.net/propSpaceDirection#Axis,,STATO:0000007,axis,
http://sweetontology.net/propSpaceDirection#Direction,,PATO:0000039,direction,
http://sweetontology.net/propSpaceDirection#Incidence,,PATO:0000057,occurrence,
http://sweetontology.net/propSpaceDirection#Lateral,,PATO:0001193,lateral to,
http://sweetontology.net/propSpaceDirection#Orientation,,PATO:0000133,orientation,
http://sweetontology.net/propSpaceDistance#Distance,,PATO:0000040,distance,
http://sweetontology.net/propSpaceDistance#GrainSize,,TO:0000397,grain size,-50
http://sweetontology.net/propSpaceDistance#Length,,PATO:0000122,length,
http://sweetontology.net/propSpaceDistance#Range,,ENVO:00000106,grassland,-50
http://sweetontology.net/propSpaceDistance#Range,,ENVO:00000113,obsolete cultivated habitat,-50
http://sweetontology.net/propSpaceDistance#Range,,ENVO:00000264,seamount,-50
http://sweetontology.net/propSpaceDistance#Range,,ENVO:01000311,cultivated environment,-50
http://sweetontology.net/propSpaceDistance#Range,,STATO:0000035,range,
http://sweetontology.net/propSpaceDistance#Size,,FIX:0000496,size,
http://sweetontology.net/propSpaceDistance#Size,,PATO:0000117,size,
http://sweetontology.net/propSpaceDistance#Wavelength,,PATO:0001242,wavelength,
http://sweetontology.net/propSpaceHeight#Ceiling,,ENVO:01000471,ceiling,-50
http://sweetontology.net/propSpaceHeight#Crest,,ENVO:00000283,ridge,-50
http://sweetontology.net/propSpaceHeight#Depth,,PATO:0001595,depth,
http://sweetontology.net/propSpaceHeight#Elevation,,ENVO:00000176,elevation,
http://sweetontology.net/propSpaceHeight#Elevation,,PATO:0001687,elevation,
http://sweetontology.net/propSpaceHeight#Height,,PATO:0000119,height,
http://sweetontology.net/propSpaceLocation#Focus,,PATO:0001516,focus,
http://sweetontology.net/propSpaceLocation#Location,,PATO:0000140,position,
http://sweetontology.net/propSpaceLocation#Location,,PATO:0000605,obsolete placement value,
http://sweetontology.net/propSpaceLocation#Location,,RO:0001015,location of,
http://sweetontology.net/propSpaceLocation#Position,,PATO:0000140,position,
http://sweetontology.net/propSpaceLocation#Position,,PATO:0000605,obsolete placement value,
http://sweetontology.net/propSpaceMultidimensional#Area,,PATO:0001323,area,
http://sweetontology.net/propSpaceMultidimensional#Volume,,PATO:0000918,volume,
http://sweetontology.net/propSpaceThickness#Evapotranspiration,,ENVO:02500033,evapotranspiration,
http://sweetontology.net/propSpaceThickness#Precipitation,,ENVO:01000703,hydrological precipitation process,
http://sweetontology.net/propSpaceThickness#Precipitation,,OBI:0600034,precipitation,-50
http://sweetontology.net/propSpaceThickness#Snowpack,,ENVO:03000116,snowpack,
http://sweetontology.net/propSpaceThickness#Thickness,,PATO:0000915,thickness,
http://sweetontology.net/propSpeed#Acceleration,Acceleration,PATO:0001028,acceleration,
http://sweetontology.net/propSpeed#Drift,,FIX:0000657,diffuse reflectance infrared spectroscopy by Fourier transform,-50
http://sweetontology.net/propSpeed#Momentum,,PATO:0001023,momentum,
http://sweetontology.net/propSpeed#Speed,,PATO:0000008,speed,
http://sweetontology.net/propSpeed#Velocity,,PATO:0000008,speed,
http://sweetontology.net/propSpeed#Velocity,,PATO:0002242,velocity,
http://sweetontology.net/propTemperature#Temperature,,PATO:0000146,temperature,
http://sweetontology.net/propTime#Age,,CHEBI:84123,advanced glycation end-product,-50
http://sweetontology.net/propTime#Age,,PATO:0000011,age,
http://sweetontology.net/propTime#Cycle,,ENVO:01000614,bicycle,-50
http://sweetontology.net/propTime#Cycle,,ENVO:01000615,motorcycle,-50
http://sweetontology.net/propTime#Duration,,PATO:0001309,duration,
http://sweetontology.net/propTime#Episodic,,PATO:0002630,episodic,
http://sweetontology.net/propTime#Latency,,PATO:0001005,latency,
http://sweetontology.net/propTime#Period,,PATO:0001309,duration,
http://sweetontology.net/propTime#Time,,PATO:0000165,time,
http://sweetontology.net/propTime#Time,,PATO:0001309,duration,
http://sweetontology.net/propTimeFrequency#Fertility,,PATO:0000274,fertility,
http://sweetontology.net/propTimeFrequency#Frequency,,PATO:0000044,frequency,
http://sweetontology.net/propTimeFrequency#Incidence,,PATO:0000057,occurrence,
http://sweetontology.net/propTimeFrequency#Rate,,PATO:0000161,rate,
http://sweetontology.net/propTimeFrequency#Rate,,PATO:0001470,proportionality to,
http://sweetontology.net/propTimeFrequency#Tendency,,PATO:0001727,disposition,
http://sweetontology.net/propTimeFrequency#Tendency,,PATO:0002360,tendency,
http://sweetontology.net/realm#Atmosphere,,ENVO:01000267,atmosphere,
http://sweetontology.net/realm#Atmosphere,,OBI:0001498,atmosphere,
http://sweetontology.net/realm#Cryosphere,,ENVO:01000818,cryosphere,
http://sweetontology.net/realm#Hydrosphere,,ENVO:01000819,hydrosphere,
http://sweetontology.net/realm#Land,,ENVO:01000635,land,
http://sweetontology.net/realm#Ocean,,ENVO:00000015,ocean,
http://sweetontology.net/realm#PlanetarySurface,,ENVO:01000324,planetary surface,
http://sweetontology.net/realm#Ring,,FIX:0000515,cyclic structure,
http://sweetontology.net/realmAstroBody#Asteroid,,ENVO:01000803,asteroid,
http://sweetontology.net/realmAstroBody#AstronomicalBody,,ENVO:01000799,astronomical body,
http://sweetontology.net/realmAstroBody#Galaxy,,ENVO:01000807,galaxy,
http://sweetontology.net/realmAstroBody#Moon,,ENVO:01000802,planetary moon,
http://sweetontology.net/realmAstroBody#OuterSpace,,ENVO:01000637,outer space,
http://sweetontology.net/realmAstroBody#Planet,,ENVO:01000800,planet,
http://sweetontology.net/realmAstroBody#Star,,ENVO:01000801,star,
http://sweetontology.net/realmAstroHelio#Exosphere,,ENVO:01000546,exosphere,
http://sweetontology.net/realmAstroHelio#Ionosphere,,ENVO:01000545,ionosphere,
http://sweetontology.net/realmAstroStar#Corona,,CHEBI:37409,crown compound,-50
http://sweetontology.net/realmAstroStar#Photosphere,,ENVO:01000821,photosphere,
http://sweetontology.net/realmAstroStar#Photosphere,,ENVO:01000822,planetary photic zone,
http://sweetontology.net/realmAtmo#Mesosphere,,ENVO:01000539,mesosphere,
http://sweetontology.net/realmAtmo#OzoneLayer,,ENVO:01000542,ozone layer,
http://sweetontology.net/realmAtmo#Stratosphere,,ENVO:01000538,stratosphere,
http://sweetontology.net/realmAtmo#Thermosphere,,ENVO:01000541,thermosphere,
http://sweetontology.net/realmAtmo#Troposphere,,ENVO:01000540,troposphere,
http://sweetontology.net/realmAtmoBoundaryLayer#AtmosphericBoundaryLayer,,ENVO:01000323,atmospheric boundary layer,
http://sweetontology.net/realmAtmoBoundaryLayer#BoundaryLayer,,ENVO:01000544,boundary layer,
http://sweetontology.net/realmAtmoBoundaryLayer#Cap,,FAO:0000009,pileus,-50
http://sweetontology.net/realmAtmoBoundaryLayer#PlanetaryBoundaryLayer,,ENVO:01000323,atmospheric boundary layer,
http://sweetontology.net/realmBiolBiome#AquaticEcosystem,,ENVO:00002030,aquatic biome,
http://sweetontology.net/realmBiolBiome#Biome,,ENVO:00000428,biome,
http://sweetontology.net/realmBiolBiome#Biome,,ENVO:01001110,ecosystem,
http://sweetontology.net/realmBiolBiome#BorealForest,,ENVO:01000250,subpolar coniferous forest biome,
http://sweetontology.net/realmBiolBiome#CoralReef,,ENVO:00000150,coral reef,
http://sweetontology.net/realmBiolBiome#Ecosystem,,ENVO:00000428,biome,
http://sweetontology.net/realmBiolBiome#Ecosystem,,ENVO:01001110,ecosystem,
http://sweetontology.net/realmBiolBiome#Fishery,,ENVO:00000294,fish farm,
http://sweetontology.net/realmBiolBiome#Forest,,ENVO:00000111,forest,
http://sweetontology.net/realmBiolBiome#FreshwaterEcosystem,,ENVO:00000873,freshwater biome,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000106,grassland,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000108,meadow,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000114,agricultural field,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000260,prairie,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000261,savanna,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000262,steppe,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000266,pasture,
http://sweetontology.net/realmBiolBiome#Grassland,,ENVO:00000444,clearing,
http://sweetontology.net/realmBiolBiome#MarineEcosystem,,ENVO:00000447,marine biome,
http://sweetontology.net/realmBiolBiome#Montane,,ENVO:01000342,montane,
http://sweetontology.net/realmBiolBiome#Pasture,,ENVO:00000266,pasture,
http://sweetontology.net/realmBiolBiome#Savanna,,ENVO:00000261,savanna,
http://sweetontology.net/realmBiolBiome#Scrubland,,ENVO:00000300,scrubland,
http://sweetontology.net/realmBiolBiome#Steppe,,ENVO:00000262,steppe,
http://sweetontology.net/realmBiolBiome#Taiga,,ENVO:00000109,woodland,
http://sweetontology.net/realmBiolBiome#Taiga,,ENVO:01000250,subpolar coniferous forest biome,
http://sweetontology.net/realmBiolBiome#TerrestrialBiome,,ENVO:00000446,terrestrial biome,
http://sweetontology.net/realmBiolBiome#TerrestrialEcosystem,,ENVO:00000446,terrestrial biome,
http://sweetontology.net/realmBiolBiome#Woodland,,ENVO:00000057,mangrove swamp,
http://sweetontology.net/realmBiolBiome#Woodland,,ENVO:00000107,heath,
http://sweetontology.net/realmBiolBiome#Woodland,,ENVO:00000109,woodland,
http://sweetontology.net/realmBiolBiome#Woodland,,ENVO:00000301,chaparral,
http://sweetontology.net/realmClimateZone#A,,CHEBI:13193,hydrogen acceptor,-50
http://sweetontology.net/realmClimateZone#A,,CHEBI:15339,acceptor,-50
http://sweetontology.net/realmClimateZone#A,,CHEBI:16449,alanine,-50
http://sweetontology.net/realmClimateZone#A,,CHEBI:16708,adenine,-50
http://sweetontology.net/realmClimateZone#A,,CHEBI:16977,L-alanine,-50
http://sweetontology.net/realmClimateZone#A,,CHEBI:46217,L-alanine residue,-50
http://sweetontology.net/realmClimateZone#A,,CHEBI:62885,adenosine residue,-50
http://sweetontology.net/realmClimateZone#A,,PATO:0001341,a mating type (yeast),-50
http://sweetontology.net/realmClimateZone#A,,UO:0000011,ampere,-50
http://sweetontology.net/realmClimateZone#A,,UO:0000304,atto,-50
http://sweetontology.net/realmClimateZone#Af,,CHEBI:73807,Ala-Phe,-50
http://sweetontology.net/realmClimateZone#Am,,CHEBI:33389,americium atom,-50
http://sweetontology.net/realmClimateZone#Am,,CHEBI:73806,Ala-Met,-50
http://sweetontology.net/realmClimateZone#Arid,,ENVO:01000230,arid,
http://sweetontology.net/realmClimateZone#Aw,,CHEBI:73808,Ala-Trp,-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:27560,boron atom,-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:30165,boron(1+),-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:30166,boride(1-),-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:30167,boride(3-),-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:30168,boron(3+),-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:30169,boranetriyl group,-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:30170,boranylidyne group,-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:33610,monoatomic boron,-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:36370,bottom quark,-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:52451,boron-11,-50
http://sweetontology.net/realmClimateZone#B,,CHEBI:77014,boron-10 atom,-50
http://sweetontology.net/realmClimateZone#B,,UO:0000227,magnetic flux density unit,-50
http://sweetontology.net/realmClimateZone#B,,UO:0000233,byte,-50
http://sweetontology.net/realmClimateZone#BS,,TO:0000356,brown spot disease resistance,-50
http://sweetontology.net/realmClimateZone#BSh,,CHEBI:61338,bacillithiol,-50
http://sweetontology.net/realmClimateZone#BSh,,CHEBI:64876,bacillithiol(1-),-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:15356,cysteine,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:16040,cytosine,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:17561,L-cysteine,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:27594,carbon atom,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:29434,carbide(4-),-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:29435,carbide(1-),-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:29436,carbon(1+),-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:29950,L-cysteine residue,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:30039,methanetetrayl group,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:30040,methanediylidene group,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:33417,diamond,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:33418,graphite,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:33419,monoatomic carbon,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36369,charm quark,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36927,carbon-14 atom,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36928,carbon-13 atom,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36929,carbon-11 atom,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36930,carbon-10 atom,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36931,carbon-12 atom,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36973,graphene,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36977,hexagonal graphite,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:36978,rhombohedral graphite,-50
http://sweetontology.net/realmClimateZone#C,,CHEBI:64656,cytidine residue,-50
http://sweetontology.net/realmClimateZone#C,,UO:0000027,degree Celsius,-50
http://sweetontology.net/realmClimateZone#C,,UO:0000220,coulomb,-50
http://sweetontology.net/realmClimateZone#C,,UO:0000298,centi,-50
http://sweetontology.net/realmClimateZone#Cfc,,CHEBI:134024,chlorofluorocarbon,-50
http://sweetontology.net/realmClimateZone#Csa,,CHEBI:55379,camphorsulfonic acid,-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:17053,L-aspartic acid,-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:22660,aspartic acid,-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:23774,dihydrouridine,-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:29233,deuteron,-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:29237,deuterium atom,-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:29301,deuteride,-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:29303,deuterium(.),-50
http://sweetontology.net/realmClimateZone#D,,CHEBI:29958,L-aspartic acid residue,-50
